상가유형,호선,역명,면적(제곱미터),계약시작일자,계약종료일자,월임대료,사업진행단계
네트워크,5호선,영등포구청역,313.4,2021-05-07,2026-11-03,5779441.0,0
네트워크,5호선,영등포구청역,24.8,2021-09-06,2026-11-05,5518570.0,0
네트워크,5호선,영등포시장역,37.3,2018-04-18,2023-06-16,6361705.0,0
임대진행,5호선,신길역,20.0,,,,5
네트워크,5호선,신길역,40.0,2018-11-27,2024-01-25,3163803.0,0
개별(일반),5호선,신길역,10.0,2018-04-10,2023-05-09,7800000.0,0
공실,5호선,여의도역,47.0,,,,2
네트워크,5호선,여의도역,35.24,2018-04-18,2023-06-16,9929005.0,0
개별(일반),5호선,여의도역,22.04,2019-09-20,2024-10-19,2300000.0,0
네트워크,5호선,여의도역,23.65,2018-11-27,2024-01-25,2792455.0,0
임대진행,5호선,여의도역,23.65,,,,5
공실,5호선,여의도역,19.93,,,,1
네트워크,5호선,여의나루역,33.39,2018-04-18,2023-06-16,6716550.0,0
개별(일반),5호선,여의나루역,34.86,2022-05-12,2027-06-11,2021800.0,0
네트워크,5호선,마포역,29.0,2018-04-18,2023-06-16,5945871.0,0
개별(일반),5호선,마포역,17.43,2021-07-12,2026-08-11,2350000.0,0
개별(일반),5호선,마포역,41.13,2021-02-08,2026-02-07,2960000.0,0
네트워크,5호선,마포역,46.6,2021-09-06,2026-11-05,3861593.0,0
네트워크,5호선,마포역,32.9,2018-05-09,2023-07-07,2552265.0,0
임대진행,5호선,공덕역,70.3,,,,3
개별(대형),5호선,공덕역,295.0,2019-01-10,2024-03-10,18873960.0,0
개별(대형),5호선,공덕역,,2019-01-10,2024-03-10,,0
개별(대형),5호선,공덕역,,2019-01-10,2024-03-10,,0
개별(대형),5호선,공덕역,,2019-01-10,2024-03-10,,0
개별(대형),5호선,공덕역,,2019-01-10,2024-03-10,,0
개별(대형),5호선,공덕역,,2019-01-10,2024-03-10,,0
개별(대형),5호선,공덕역,,2019-01-10,2024-03-10,,0
개별(대형),5호선,공덕역,22.0,2019-01-10,2024-03-10,1126040.0,0
개별(일반),5호선,공덕역,34.5,2019-12-30,2024-12-29,1211600.0,0
네트워크,5호선,공덕역,34.9,2018-04-18,2023-06-16,7008188.0,0
네트워크,5호선,공덕역,30.0,2021-05-07,2026-11-03,1126258.0,0
임대진행,5호선,공덕역,33.71,,,,3
임대진행,5호선,공덕역,37.0,,,,5
임대진행,5호선,공덕역,34.0,,,,5
개별(일반),5호선,공덕역,33.0,2020-02-25,2025-03-26,1500000.0,0
임대진행,5호선,공덕역,32.0,,,,5
개별(일반),5호선,공덕역,32.0,2022-09-01,2027-10-01,1430000.0,0
개별(일반),5호선,공덕역,47.3,2021-07-05,2026-08-04,2517800.0,0
개별(일반),5호선,공덕역,52.0,2022-04-26,2027-05-26,2015000.0,0
개별(일반),5호선,공덕역,41.58,2020-11-13,2025-12-13,2815000.0,0
개별(일반),5호선,공덕역,28.5,2022-09-21,2027-10-21,968000.0,0
네트워크,5호선,공덕역,32.2,2021-05-07,2026-11-03,2801979.0,0
네트워크,5호선,공덕역,32.0,2021-05-07,2026-11-03,,0
네트워크,5호선,공덕역,32.0,2021-05-07,2026-11-03,,0
네트워크,5호선,공덕역,48.5,2021-05-07,2026-11-03,,0
네트워크,5호선,공덕역,28.2,2021-05-07,2026-11-03,,0
개별(일반),5호선,공덕역,28.6,2021-07-23,2026-08-22,1833300.0,0
개별(일반),5호선,공덕역,28.7,2021-07-23,2026-08-22,,0
네트워크,5호선,애오개역,32.2,2018-04-18,2023-06-16,4577500.0,0
개별(일반),5호선,충정로역,42.0,2020-04-16,2025-05-16,550000.0,0
개별(일반),5호선,충정로역,20.0,2021-07-19,2026-08-18,447500.0,0
네트워크,5호선,충정로역,45.0,2018-04-18,2023-06-16,5773993.0,0
개별(일반),5호선,충정로역,36.85,2020-12-31,2026-01-30,552900.0,0
공실,5호선,충정로역,29.01,,,,2
개별(일반),5호선,충정로역,29.01,2022-06-21,2027-07-21,407000.0,0
개별(일반),5호선,서대문역,14.74,2019-04-30,2024-05-29,833000.0,0
개별(일반),5호선,서대문역,8.25,2022-07-08,2027-08-07,375000.0,0
임대진행,5호선,서대문역,10.5,,,,5
네트워크,5호선,서대문역,30.32,2018-04-18,2023-06-16,5124183.0,0
공실,5호선,서대문역,10.5,,,,2
개별(일반),5호선,서대문역,42.95,2018-10-12,2023-11-10,5021000.0,0
개별(일반),5호선,서대문역,11.88,2021-03-15,2026-04-14,3011000.0,0
개별(일반),5호선,서대문역,9.05,2022-10-31,2027-11-30,536000.0,0
임대진행,5호선,서대문역,9.06,,,,5
임대진행,5호선,서대문역,25.79,,,,4
개별(대형),5호선,광화문역,849.0,2020-10-29,2026-02-26,8525000.0,0
네트워크,5호선,광화문역,56.0,2018-04-18,2023-06-16,25342583.0,0
네트워크,5호선,광화문역,10.0,2018-11-16,2024-01-14,1309400.0,0
임대진행,5호선,광화문역,65.34,,,,3
공실,5호선,종로3가역,67.28,,,,2
네트워크,5호선,종로3가역,29.48,2018-04-18,2023-06-16,8575050.0,0
개별(일반),5호선,종로3가역,21.4,2022-10-27,2027-11-26,2583300.0,0
개별(일반),5호선,을지로4가역,29.82,2019-05-08,2024-06-06,302500.0,0
개별(일반),5호선,을지로4가역,16.8,2017-09-16,2024-10-15,1502400.0,0
개별(일반),5호선,을지로4가역,19.6,2018-04-10,2023-05-09,799000.0,0
네트워크,5호선,을지로4가역,34.98,2018-04-18,2023-06-16,5063194.0,0
개별(일반),5호선,을지로4가역,41.45,2019-10-29,2024-11-27,633300.0,0
개별(일반),5호선,을지로4가역,41.45,2019-05-08,2024-06-06,512300.0,0
네트워크,5호선,청구역,47.89,2021-11-22,2027-01-21,2357147.0,0
네트워크,5호선,청구역,30.0,2021-09-06,2026-11-05,3832696.0,0
네트워크,5호선,청구역,46.33,2018-04-18,2023-06-16,5754033.0,0
공실,5호선,청구역,18.0,,,,2
네트워크,5호선,신금호역,39.14,2018-04-18,2023-06-16,5585481.0,0
개별(일반),5호선,신금호역,23.5,2020-12-03,2026-01-02,1239900.0,0
네트워크,5호선,행당역,41.46,2018-04-18,2023-06-16,6615640.0,0
임대진행,5호선,행당역,30.84,,,,5
네트워크,5호선,행당역,39.0,2022-05-02,2027-07-31,780500.0,0
개별(일반),5호선,행당역,46.78,2021-05-10,2026-06-09,2200000.0,0
네트워크,5호선,왕십리역,40.0,2018-04-18,2023-06-16,5167430.0,0
네트워크,5호선,왕십리역,10.3,2022-10-27,2028-02-24,566257.0,0
네트워크,5호선,왕십리역,50.84,2020-12-23,2026-03-23,3968788.0,0
네트워크,5호선,왕십리역,204.0,2021-05-07,2026-11-03,2556015.0,0
임대진행,5호선,왕십리역,53.75,,,,5
공실,5호선,왕십리역,53.7,,,,2
공실,5호선,왕십리역,53.7,,,,1
개별(일반),5호선,왕십리역,55.83,2019-12-18,2025-01-16,3640000.0,0
개별(일반),5호선,왕십리역,50.0,2018-04-21,2023-05-20,516600.0,0
임대진행,5호선,왕십리역,84.48,,,,3
임대진행,5호선,왕십리역,37.0,,,,3
임대진행,5호선,왕십리역,37.0,,,,4
개별(일반),5호선,왕십리역,73.57,2021-05-10,2026-06-09,4030000.0,0
네트워크,5호선,마장역,30.0,2018-04-18,2023-06-16,4361266.0,0
개별(일반),5호선,답십리역,50.0,2020-06-15,2025-07-15,1250000.0,0
개별(일반),5호선,답십리역,61.97,2019-11-12,2024-12-11,421600.0,0
개별(일반),5호선,답십리역,57.89,2020-08-03,2025-09-02,4560000.0,0
개별(일반),5호선,답십리역,25.5,2019-08-24,2024-09-22,1800000.0,0
임대진행,5호선,답십리역,35.8,,,,4
네트워크,5호선,답십리역,40.0,2018-04-18,2023-06-16,8179176.0,0
개별(일반),5호선,답십리역,28.86,2022-01-17,2027-02-16,2200000.0,0
개별(일반),5호선,장한평역,31.9,2021-05-10,2026-06-09,2260000.0,0
네트워크,5호선,장한평역,52.8,2018-04-18,2023-06-16,11054529.0,0
네트워크,5호선,장한평역,29.8,2021-09-06,2026-11-05,4296737.0,0
네트워크,5호선,장한평역,35.62,2022-05-02,2027-07-31,1832700.0,0
네트워크,5호선,장한평역,31.98,2022-09-07,2028-02-04,2046650.0,0
개별(대형),5호선,군자역,90.6,2018-02-22,2023-04-02,7050000.0,0
개별(대형),5호선,군자역,48.0,2018-02-22,2023-04-02,,0
공실,5호선,군자역,32.92,,,,1
개별(일반),5호선,군자역,44.67,2020-02-20,2025-03-21,3600000.0,0
네트워크,5호선,아차산역,19.6,2021-09-06,2026-11-05,3182079.0,0
임대진행,5호선,아차산역,19.6,,,,4
개별(일반),5호선,아차산역,31.21,2020-12-31,2026-01-30,2930000.0,0
네트워크,5호선,아차산역,48.37,2018-05-09,2023-07-07,3556078.0,0
네트워크,5호선,아차산역,28.72,2018-04-18,2023-06-16,5882664.0,0
개별(일반),5호선,아차산역,44.22,2018-12-28,2024-01-26,2833300.0,0
네트워크,5호선,광나루역,53.26,2018-05-09,2023-07-07,3726868.0,0
개별(일반),5호선,광나루역,62.2,2020-09-18,2025-10-18,3063600.0,0
네트워크,5호선,광나루역,45.0,2018-04-18,2023-06-16,8972033.0,0
개별(일반),5호선,광나루역,17.86,2018-10-23,2023-11-21,2150000.0,0
복합,5호선,천호역,210.0,2022-11-05,2027-11-04,28913500.0,0
복합,5호선,천호역,214.67,2022-11-05,2027-11-04,29064529.0,0
복합,5호선,천호역,142.68,2022-11-05,2027-11-04,19317683.0,0
복합,5호선,천호역,142.68,2022-11-05,2027-11-04,19317683.0,0
복합,5호선,천호역,120.19,2022-11-05,2027-11-04,16272724.0,0
복합,5호선,천호역,138.17,2022-11-05,2027-11-04,14806067.0,0
복합,5호선,천호역,,2022-11-05,2027-11-04,,0
공실,5호선,천호역,,,,,1
공실,5호선,천호역,,,,,1
복합,5호선,천호역,38.58,2022-11-05,2027-11-04,5138535.0,0
복합,5호선,천호역,30.65,2022-11-05,2027-11-04,4082325.0,0
복합,5호선,천호역,30.65,2022-11-05,2027-11-04,4082325.0,0
복합,5호선,천호역,23.54,2022-11-05,2027-11-04,3135332.0,0
복합,5호선,천호역,23.54,2022-11-05,2027-11-04,3135332.0,0
복합,5호선,천호역,23.54,2022-11-05,2027-11-04,3135332.0,0
복합,5호선,천호역,47.32,2022-11-05,2027-11-04,6567227.0,0
복합,5호선,천호역,34.15,2022-11-05,2027-11-04,4739451.0,0
복합,5호선,천호역,34.17,2022-11-05,2027-11-04,4742227.0,0
복합,5호선,천호역,66.6,2022-11-05,2027-11-04,7893765.0,0
복합,5호선,천호역,72.11,2022-11-05,2027-11-04,8546838.0,0
복합,5호선,천호역,22.41,2022-11-05,2027-11-04,2656145.0,0
복합,5호선,천호역,23.42,2022-11-05,2027-11-04,2775855.0,0
복합,5호선,천호역,19.59,2022-11-05,2027-11-04,2321905.0,0
복합,5호선,천호역,38.7,2022-11-05,2027-11-04,1309027.0,0
복합,5호선,천호역,23.92,2022-11-05,2027-11-04,3185944.0,0
복합,5호선,천호역,47.55,2022-11-05,2027-11-04,6333264.0,0
복합,5호선,천호역,22.38,2022-11-05,2027-11-04,2069963.0,0
복합,5호선,천호역,56.22,2022-11-05,2027-11-04,5199881.0,0
복합,5호선,천호역,238.24,2022-11-05,2027-11-04,22035215.0,0
개별(일반),5호선,강동역,15.0,2020-03-02,2025-04-01,2842500.0,0
개별(일반),5호선,강동역,15.0,2019-12-20,2025-01-18,2638000.0,0
네트워크,5호선,강동역,57.26,2018-04-18,2023-06-16,10222861.0,0
개별(일반),5호선,강동역,24.44,2020-10-23,2025-11-22,1880000.0,0
소송상가,5호선,강동역,29.58,2016-11-07,2022-02-05,14919520.0,0
소송상가,5호선,강동역,31.58,2016-11-07,2022-02-05,,0
소송상가,5호선,강동역,20.44,2016-11-07,2022-02-05,,0
소송상가,5호선,강동역,96.47,2016-11-07,2022-02-05,,0
소송상가,5호선,강동역,202.41,2016-11-07,2022-02-05,,0
소송상가,5호선,강동역,16.4,2016-11-07,2022-02-05,,0
네트워크,5호선,길동역,31.82,2018-04-18,2023-06-16,5116421.0,0
네트워크,5호선,굽은다리역,30.0,2018-04-18,2023-06-16,5299387.0,0
네트워크,5호선,굽은다리역,14.5,2022-09-07,2028-02-04,242291.0,0
네트워크,5호선,굽은다리역,34.43,2022-05-02,2027-07-31,1521300.0,0
개별(일반),5호선,굽은다리역,34.43,2020-09-18,2025-10-18,2516600.0,0
개별(일반),5호선,굽은다리역,23.0,2018-09-28,2023-10-27,3130000.0,0
네트워크,5호선,명일역,30.0,2018-04-18,2023-06-16,5086480.0,0
개별(일반),5호선,명일역,44.27,2018-10-23,2023-11-21,2300000.0,0
개별(일반),5호선,명일역,25.05,2022-10-31,2027-11-30,894900.0,0
임대진행,5호선,명일역,29.77,,,,3
네트워크,5호선,고덕역,28.62,2018-04-18,2023-06-16,5036580.0,0
개별(일반),5호선,고덕역,42.94,2022-12-15,2028-01-14,5555500.0,0
네트워크,5호선,고덕역,32.66,2022-05-02,2027-07-31,1840800.0,0
네트워크,5호선,상일동역,31.46,2018-04-18,2023-06-16,5759577.0,0
개별(일반),5호선,상일동역,17.85,2019-04-02,2024-05-01,1100000.0,0
개별(일반),5호선,상일동역,17.92,2017-09-16,2024-10-15,1201900.0,0
네트워크,5호선,둔촌동역,29.0,2018-04-18,2023-06-16,5386990.0,0
임대진행,5호선,둔촌동역,28.71,,,,3
개별(일반),5호선,둔촌동역,13.5,2019-12-21,2025-01-19,2065000.0,0
개별(일반),5호선,둔촌동역,31.17,2021-04-07,2026-05-07,3752500.0,0
임대진행,5호선,둔촌동역,49.53,,,,3
네트워크,5호선,올림픽공원역,37.2,2018-04-18,2023-06-16,5832764.0,0
개별(일반),5호선,방이역,19.3,2022-04-28,2027-05-28,1030000.0,0
네트워크,5호선,방이역,36.48,2018-04-18,2023-06-16,5832764.0,0
네트워크,5호선,오금역,27.38,2018-04-18,2023-06-16,3373245.0,0
네트워크,5호선,개롱역,40.0,2018-04-18,2023-06-16,6316240.0,0
네트워크,5호선,거여역,28.98,2018-04-18,2023-06-16,4559758.0,0
네트워크,5호선,마천역,30.0,2018-04-18,2023-06-16,4234853.0,0
네트워크,6호선,응암역,34.64,2021-09-06,2026-11-05,7940972.0,0
임대진행,6호선,응암역,30.0,,,,3
네트워크,6호선,응암역,50.0,2022-12-02,2028-04-01,3959838.0,0
네트워크,6호선,응암역,31.0,2022-08-01,2027-12-29,2214894.0,0
개별(일반),6호선,응암역,15.0,2022-10-25,2027-11-24,1562000.0,0
네트워크,6호선,응암역,38.8,2022-02-03,2027-05-04,12005352.0,0
네트워크,6호선,역촌역,31.5,2022-02-03,2027-05-04,2585123.0,0
네트워크,6호선,역촌역,72.0,2022-12-30,2028-05-29,761426.0,0
네트워크,6호선,역촌역,37.0,2022-12-30,2028-05-29,,0
네트워크,6호선,역촌역,37.0,2022-12-30,2028-05-29,,0
개별(일반),6호선,불광역,43.0,2020-02-24,2025-02-24,495000.0,0
네트워크,6호선,불광역,30.0,2022-02-03,2027-05-04,898305.0,0
네트워크,6호선,독바위역,31.3,2022-02-03,2027-05-04,1839752.0,0
임대진행,6호선,독바위역,85.0,,,,4
네트워크,6호선,연신내역,44.0,2022-02-03,2027-05-04,8734634.0,0
개별(일반),6호선,연신내역,12.0,2020-02-24,2025-03-25,1386900.0,0
네트워크,6호선,연신내역,26.6,2018-05-12,2023-07-10,2500150.0,0
네트워크,6호선,구산역,33.2,2022-02-03,2027-05-04,5228359.0,0
공실,6호선,구산역,30.0,,,,2
임대진행,6호선,구산역,33.0,,,,3
임대진행,6호선,새절역,43.6,,,,3
네트워크,6호선,새절역,25.0,2022-02-03,2027-05-04,6460036.0,0
개별(일반),6호선,새절역,30.14,2021-03-18,2026-04-17,3780000.0,0
개별(일반),6호선,새절역,26.0,2018-10-23,2023-11-21,3595400.0,0
네트워크,6호선,증산역,28.0,2022-02-03,2027-05-04,5775771.0,0
개별(일반),6호선,증산역,31.0,2020-07-13,2025-08-12,3154000.0,0
네트워크,6호선,증산역,37.0,2022-09-07,2028-02-04,1758781.0,0
네트워크,6호선,증산역,29.0,2022-08-01,2027-12-29,1414221.0,0
공실,6호선,증산역,48.0,,,,2
개별(일반),6호선,디지털미디어시티역,95.86,2016-10-20,2027-01-18,3882000.0,0
개별(대형),6호선,디지털미디어시티역,212.39,2016-10-21,2027-01-19,4970000.0,0
네트워크,6호선,디지털미디어시티역,31.64,2018-05-09,2023-07-07,2608636.0,0
네트워크,6호선,디지털미디어시티역,33.0,2022-02-03,2027-05-04,4574703.0,0
공실,6호선,디지털미디어시티역,30.0,,,,2
공실,6호선,디지털미디어시티역,110.0,,,,1
임대진행,6호선,디지털미디어시티역,40.0,,,,4
임대진행,6호선,디지털미디어시티역,30.0,,,,4
임대진행,6호선,디지털미디어시티역,81.0,,,,4
네트워크,6호선,디지털미디어시티역,33.0,2022-08-01,2027-12-29,1684136.0,0
네트워크,6호선,월드컵경기장역,43.0,2022-02-03,2027-05-04,2765893.0,0
네트워크,6호선,마포구청역,39.0,2022-02-03,2027-05-04,6487761.0,0
임대진행,6호선,마포구청역,32.58,,,,5
개별(일반),6호선,마포구청역,73.0,2022-03-11,2027-04-10,508200.0,0
공실,6호선,마포구청역,40.0,,,,1
네트워크,6호선,마포구청역,51.0,2022-08-01,2027-12-29,1793009.0,0
개별(일반),6호선,마포구청역,44.0,,,,0
네트워크,6호선,망원역,28.0,2022-02-03,2027-05-04,5682613.0,0
개별(일반),6호선,망원역,45.17,2021-11-17,2026-12-17,2120000.0,0
네트워크,6호선,망원역,29.0,2022-08-01,2027-12-29,1052443.0,0
임대진행,6호선,망원역,50.0,,,,4
네트워크,6호선,망원역,39.0,2023-02-27,2028-05-28,3545670.0,0
개별(일반),6호선,합정역,28.51,2021-03-15,2026-04-14,4033300.0,0
네트워크,6호선,합정역,37.67,2018-05-12,2023-07-10,4586462.0,0
네트워크,6호선,합정역,45.0,2022-02-03,2027-05-04,14622415.0,0
개별(일반),6호선,합정역,58.0,2020-07-15,2025-08-14,8034000.0,0
개별(일반),6호선,합정역,42.41,2021-07-01,2026-07-31,4365000.0,0
복합,6호선,합정역,50.0,2022-08-11,2028-01-08,3442973.0,0
복합,6호선,합정역,60.0,2022-08-11,2028-01-08,6045087.0,0
복합,6호선,합정역,75.0,2022-08-11,2028-01-08,5170140.0,0
개별(일반),6호선,합정역,11.7,2021-07-09,2026-08-08,4500000.0,0
소송상가,6호선,합정역,42.2,2017-02-22,2022-05-23,8057669.0,0
개별(일반),6호선,합정역,15.8,2022-04-28,2027-05-28,12570000.0,0
개별(일반),6호선,합정역,33.2,2021-07-09,2026-08-08,13000000.0,0
소송상가,6호선,합정역,90.4,2017-02-22,2022-05-23,14505111.0,0
소송상가,6호선,합정역,12.6,2017-02-22,2022-05-23,1986274.0,0
네트워크,6호선,합정역,22.54,2018-11-27,2024-01-25,2778807.0,0
네트워크,6호선,합정역,33.9,2022-12-16,2028-04-15,2942357.0,0
임대진행,6호선,상수역,66.0,,,,3
네트워크,6호선,상수역,35.0,2022-02-03,2027-05-04,7569055.0,0
임대진행,6호선,상수역,29.0,,,,3
임대진행,6호선,상수역,38.0,,,,5
개별(일반),6호선,상수역,41.0,2022-12-15,2028-01-14,2900000.0,0
네트워크,6호선,광흥창역,40.0,2022-02-03,2027-05-04,3992468.0,0
공실,6호선,광흥창역,25.0,,,,2
공실,6호선,광흥창역,32.0,,,,1
공실,6호선,광흥창역,187.0,,,,1
공실,6호선,광흥창역,66.0,,,,1
네트워크,6호선,대흥역,45.0,2022-02-03,2027-05-04,7186443.0,0
개별(일반),6호선,대흥역,43.67,2019-11-19,2024-12-18,2870000.0,0
공실,6호선,대흥역,23.0,,,,2
개별(일반),6호선,공덕역,36.0,,,,0
개별(일반),6호선,공덕역,37.0,2020-02-24,2025-03-25,6671100.0,0
개별(일반),6호선,공덕역,32.0,2021-03-13,2026-03-12,2770000.0,0
개별(일반),6호선,공덕역,27.0,2022-06-09,2027-07-09,4120000.0,0
개별(일반),6호선,공덕역,24.0,2018-06-22,2023-07-21,7500000.0,0
네트워크,6호선,공덕역,39.4,2022-02-03,2027-05-04,12977518.0,0
임대진행,6호선,공덕역,30.0,,,,3
공실,6호선,공덕역,22.0,,,,2
개별(일반),6호선,공덕역,32.0,2020-07-16,2025-08-15,6880000.0,0
네트워크,6호선,공덕역,48.0,2022-07-18,2027-10-16,6758939.0,0
개별(대형),6호선,공덕역,165.0,2021-07-12,2026-07-12,23540000.0,0
소송상가,6호선,공덕역,112.0,2017-02-22,2022-05-23,10835534.0,0
개별(일반),6호선,공덕역,13.6,2022-08-30,2027-09-29,1300000.0,0
네트워크,6호선,공덕역,52.0,2022-12-02,2028-04-01,3299865.0,0
네트워크,6호선,효창공원앞역,43.0,2022-02-03,2027-05-04,6485543.0,0
공실,6호선,효창공원앞역,33.0,,,,2
개별(일반),6호선,효창공원앞역,31.0,2020-07-06,2025-08-05,2583300.0,0
공실,6호선,효창공원앞역,33.0,,,,2
네트워크,6호선,효창공원앞역,31.0,2022-08-01,2027-12-29,984397.0,0
임대진행,6호선,효창공원앞역,63.0,,,,5
개별(일반),6호선,삼각지역,258.2,2020-06-26,2025-06-25,1882000.0,0
네트워크,6호선,삼각지역,31.8,2022-02-03,2027-05-04,4937353.0,0
임대진행,6호선,삼각지역,46.0,,,,5
개별(일반),6호선,삼각지역,40.0,2022-04-28,2027-05-28,2952000.0,0
네트워크,6호선,녹사평역,40.0,2022-02-03,2027-05-04,6254867.0,0
네트워크,6호선,이태원역,25.0,2022-02-03,2027-05-04,8483995.0,0
공실,6호선,이태원역,19.0,,,,2
네트워크,6호선,이태원역,34.0,2022-08-01,2027-12-29,3123307.0,0
네트워크,6호선,한강진역,40.0,2022-02-03,2027-05-04,6033063.0,0
임대진행,6호선,한강진역,64.0,,,,3
개별(일반),6호선,한강진역,62.0,2020-07-06,2025-08-05,2133300.0,0
네트워크,6호선,한강진역,64.0,2022-08-01,2027-12-29,1524228.0,0
임대진행,6호선,버티고개역,26.0,,,,5
네트워크,6호선,약수역,77.0,2022-02-03,2027-05-04,7685502.0,0
네트워크,6호선,신당역,40.0,2022-02-03,2027-05-04,5456374.0,0
공실,6호선,신당역,73.0,,,,1
임대진행,6호선,신당역,30.0,,,,5
네트워크,6호선,신당역,26.0,2022-08-30,2028-01-27,651324.0,0
개별(일반),6호선,신당역,34.1,2022-12-15,2028-01-14,3234800.0,0
네트워크,6호선,신당역,142.14,2018-05-12,2023-07-10,8994730.0,0
개별(일반),6호선,신당역,30.0,2020-01-10,2025-02-08,1985000.0,0
